Date,Open,High,Low,Close,Adj Close,Volume
2017-01-25,67.781853,68.140221,67.393616,68.339996,68.030724,613800
2017-01-26,68.190002,68.588188,67.970993,68.830002,68.518509,623600
2017-01-27,68.608101,68.618057,67.791809,68.360001,68.050636,727600
2017-01-30,67.732086,67.951088,67.124840,68.180000,67.871452,762800
2017-01-31,68.050636,70.290451,66.955612,70.540001,70.220772,1482700
2017-02-01,70.151085,71.564659,69.971901,70.750000,70.429817,1340600
2017-02-02,70.350182,70.887733,69.713074,70.669998,70.350182,829700
2017-02-03,70.678688,70.678688,69.723030,70.339996,70.021667,974200
2017-02-06,69.732986,69.991806,69.285019,69.739998,69.424385,869800
2017-02-07,69.663307,69.822578,68.618057,69.360001,69.046112,1371200
2017-02-08,68.986382,69.066017,68.309464,68.879997,68.568275,996000
2017-02-09,69.006287,69.155609,68.498596,69.099998,68.787285,557600
2017-02-10,68.797241,69.683212,68.767380,69.769997,69.454247,877600
2017-02-13,69.474167,70.539322,69.125748,70.699997,70.380043,840300
2017-02-14,70.380043,70.718506,70.180946,70.779999,70.459679,682600
2017-02-15,70.708549,71.305832,70.190903,71.250000,70.927559,877000
2017-02-16,71.007195,71.266014,70.399956,71.339996,71.017143,879400
2017-02-17,70.808098,71.325745,70.479591,71.510002,71.186378,2710400
2017-02-21,71.275970,71.534798,70.947464,71.370003,71.047012,973300
2017-02-22,70.917595,71.435249,70.738411,71.239998,70.917595,825800
2017-02-23,71.106743,71.405388,70.847916,71.449997,71.126648,547300
2017-02-24,70.758324,71.465111,70.728462,71.449997,71.126648,871800
2017-02-27,71.246109,71.246109,70.599045,71.150002,70.828011,767200
2017-02-28,70.857872,71.007195,70.370094,71.110001,70.788193,1356000
2017-03-01,71.674164,72.191803,71.485016,72.180000,71.853348,1293700
2017-03-02,71.853348,72.012619,70.828011,71.250000,70.927559,892900
2017-03-03,70.887733,71.256065,70.360138,71.089996,70.768272,1104100
2017-03-06,70.489548,71.236153,70.310356,71.360001,71.037056,877400
2017-03-07,71.116699,71.116699,70.409912,70.930000,70.609001,738700
2017-03-08,70.668732,71.007195,70.340225,70.730003,70.409912,827200
2017-03-09,70.718506,70.947464,70.389999,71.080002,70.758324,720800
2017-03-10,70.987282,71.246109,69.951988,70.959999,70.638870,1085200
2017-03-13,70.559227,70.698593,70.111267,70.779999,70.459679,1056200
2017-03-14,70.330269,70.618958,70.190903,70.709999,70.389999,691500
2017-03-15,70.690002,70.910004,70.360001,70.820000,70.820000,956000
2017-03-16,70.779999,71.260002,70.370003,71.160004,71.160004,1099200
2017-03-17,71.120003,71.459999,70.849998,70.879997,70.879997,1551600
2017-03-20,70.650002,71.029999,70.540001,70.769997,70.769997,632600
2017-03-21,71.050003,71.209999,69.690002,69.739998,69.739998,1142600
2017-03-22,69.809998,69.959999,69.389999,69.699997,69.699997,712700
2017-03-23,69.769997,70.220001,69.610001,69.730003,69.730003,839900
2017-03-24,69.919998,70.540001,69.680000,69.849998,69.849998,844700
2017-03-27,69.269997,69.400002,68.790001,69.010002,69.010002,525900
2017-03-28,68.980003,69.389999,68.599998,69.139999,69.139999,969400
2017-03-29,68.970001,69.010002,68.430000,68.669998,68.669998,601100
2017-03-30,68.699997,69.510002,68.519997,69.389999,69.389999,895000
2017-03-31,69.169998,69.639999,68.879997,69.449997,69.449997,900500
2017-04-03,69.279999,69.599998,68.830002,68.910004,68.910004,677800
2017-04-04,68.830002,68.940002,68.070000,68.629997,68.629997,800000
2017-04-05,69.019997,69.900002,68.550003,69.089996,69.089996,799700
2017-04-06,69.040001,69.639999,68.720001,69.129997,69.129997,538200
2017-04-07,68.769997,69.580002,68.739998,69.220001,69.220001,822300
2017-04-10,69.279999,69.709999,69.110001,69.360001,69.360001,676600
2017-04-11,69.070000,69.330002,68.510002,69.000000,69.000000,701700
2017-04-12,68.900002,68.910004,68.430000,68.680000,68.680000,685800
2017-04-13,68.580002,68.690002,67.919998,68.110001,68.110001,783400
2017-04-17,68.230003,69.099998,68.089996,69.080002,69.080002,597400
2017-04-18,68.809998,69.239998,68.430000,69.099998,69.099998,1041700
2017-04-19,69.419998,69.639999,69.070000,69.169998,69.169998,488600
2017-04-20,69.580002,70.209999,69.129997,70.120003,70.120003,685000
2017-04-21,69.970001,70.300003,69.660004,69.910004,69.910004,833600
2017-04-24,70.830002,70.989998,70.110001,70.449997,70.449997,1117200
2017-04-25,70.879997,70.970001,70.440002,70.529999,70.529999,760500
2017-04-26,70.220001,70.540001,68.930000,69.540001,69.540001,1873500
2017-04-27,69.419998,69.519997,68.279999,68.669998,68.669998,1561200
2017-04-28,68.650002,69.019997,68.360001,68.870003,68.870003,1026800
2017-05-01,69.239998,69.239998,68.430000,68.440002,68.440002,626700
2017-05-02,68.449997,68.639999,68.019997,68.360001,68.360001,570500
2017-05-03,68.339996,68.529999,67.279999,67.809998,67.809998,1213500
2017-05-04,68.099998,68.099998,67.300003,67.959999,67.959999,850000
2017-05-05,67.959999,68.070000,67.529999,67.910004,67.910004,579100
2017-05-08,67.900002,68.029999,66.739998,67.029999,67.029999,982800
2017-05-09,67.180000,67.400002,66.730003,66.750000,66.750000,1186400
2017-05-10,66.660004,66.820000,65.980003,66.750000,66.750000,984100
2017-05-11,66.750000,67.330002,66.279999,67.199997,67.199997,1359900
2017-05-12,67.010002,67.730003,66.970001,67.550003,67.550003,1067700
2017-05-15,67.440002,68.070000,67.440002,67.769997,67.769997,839600
2017-05-16,67.750000,67.839996,67.250000,67.370003,67.370003,766800
2017-05-17,66.769997,67.220001,66.620003,66.730003,66.730003,827400
2017-05-18,66.739998,66.930000,65.980003,66.739998,66.739998,1411900
2017-05-19,66.790001,67.510002,66.610001,67.440002,67.440002,937500
2017-05-22,67.699997,67.989998,67.370003,67.910004,67.910004,685300
2017-05-23,67.970001,68.139999,67.680000,67.930000,67.930000,427500
2017-05-24,68.160004,68.320000,67.660004,67.669998,67.669998,542500
2017-05-25,67.669998,68.330002,67.620003,68.190002,68.190002,411400
2017-05-26,68.150002,68.300003,67.540001,67.580002,67.580002,561600
2017-05-30,67.480003,67.709999,67.199997,67.419998,67.419998,618900
2017-05-31,67.680000,68.059998,67.290001,67.650002,67.650002,1148300
2017-06-01,68.050003,68.129997,67.379997,67.870003,67.870003,699400
2017-06-02,68.019997,68.019997,67.370003,67.500000,67.500000,521800
2017-06-05,67.510002,68.480003,67.510002,67.870003,67.870003,605100
2017-06-06,67.720001,68.320000,67.500000,68.260002,68.260002,630000
2017-06-07,68.540001,69.650002,68.349998,69.599998,69.599998,857500
2017-06-08,69.610001,70.489998,69.610001,70.209999,70.209999,969200
